text,category,urgency,source
Invoice me extra charge add ho gaya. Order ORD350629. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD475271. Support ko contact kiya but koi update nahi.,Customer_Service,Medium,Email
"Order ORD308795 ko 5 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Email
Promised date se 6 din late deliver hua.,Late_Delivery,High,Website
Invoice me extra charge add ho gaya. Order ORD454820.,Billing_Invoice,High,Website
Refund 10 din se pending hai.,Refund_Return,High,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Email
Screen cracked thi delivery ke time.,Damaged_Product,Low,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD922781. App me tracking bhi galat show ho rahi hai.,Seller_Fraud,Medium,Email
Completely different product receive hua.,Wrong_Product,Medium,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD408824. Refund bhi abhi tak process nahi hua.,Customer_Service,Low,App
"Tracking TRK4360587 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD996531.,Seller_Fraud,Medium,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN30036175. Support ko contact kiya but koi update nahi.,Payment_Issue,Medium,Call
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
Invoice me extra charge add ho gaya. Order ORD492901.,Billing_Invoice,High,Email
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV499841. App me tracking bhi galat show ho rahi hai.,Refund_Return,High,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Call
"Order ORD172866 ko 5 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Seller bhi reply nahi kar raha.",Order_Not_Delivered,Medium,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD442645. App me tracking bhi galat show ho rahi hai.",Wrong_Product,Medium,App
Invoice me extra charge add ho gaya. Order ORD236243.,Billing_Invoice,Medium,Email
Completely different product receive hua. App me tracking bhi galat show ho rahi hai.,Wrong_Product,Medium,Website
Completely different product receive hua. App me tracking bhi galat show ho rahi hai.,Wrong_Product,High,Email
Invoice me extra charge add ho gaya. Order ORD535214.,Billing_Invoice,Low,Website
App crash ho rahi hai payment ke time. Ref TRK1732568.,App_Bug,Medium,App
App crash ho rahi hai payment ke time. Ref TRK7900102.,App_Bug,High,App
Completely different product receive hua.,Wrong_Product,Medium,App
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
App crash ho rahi hai payment ke time. Ref TRK8788747. Support ko contact kiya but koi update nahi.,App_Bug,Medium,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Refund bhi abhi tak process nahi hua.,Seller_Fraud,High,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD810287. Seller bhi reply nahi kar raha.,Seller_Fraud,Low,Website
Invoice me extra charge add ho gaya. Order ORD977135.,Billing_Invoice,High,Email
Invoice me extra charge add ho gaya. Order ORD151028.,Billing_Invoice,High,App
"Order ORD115267 ko 12 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,App
Box kholte hi product broken nikla. Order ORD859181. Refund bhi abhi tak process nahi hua.,Damaged_Product,High,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Call
App crash ho rahi hai payment ke time. Ref TRK4569653.,App_Bug,High,Email
"Order ORD531066 ko 9 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD729006.,Customer_Service,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD627874.",Wrong_Product,High,Website
Box kholte hi product broken nikla. Order ORD749871.,Damaged_Product,High,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD349628. Seller bhi reply nahi kar raha.,Seller_Fraud,Medium,Call
Login karte hi something went wrong error aa raha hai. Seller bhi reply nahi kar raha.,App_Bug,Low,Website
Box kholte hi product broken nikla. Order ORD737600.,Damaged_Product,High,Call
"Order ORD154638 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,High,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Email
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,App
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Website
App crash ho rahi hai payment ke time. Ref TRK4181393.,App_Bug,High,Call
Refund 10 din se pending hai.,Refund_Return,Medium,Call
Promised date se 6 din late deliver hua.,Late_Delivery,Medium,Email
Completely different product receive hua.,Wrong_Product,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD952624.,Seller_Fraud,High,Call
Return approve hua but pickup schedule nahi ho raha. Invoice INV731399.,Refund_Return,High,App
Login karte hi something went wrong error aa raha hai. App me tracking bhi galat show ho rahi hai.,App_Bug,High,Email
Completely different product receive hua. Refund bhi abhi tak process nahi hua.,Wrong_Product,Medium,Email
Screen cracked thi delivery ke time. Seller bhi reply nahi kar raha.,Damaged_Product,Medium,Call
Completely different product receive hua. Support ko contact kiya but koi update nahi.,Wrong_Product,High,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD572552.",Wrong_Product,Medium,Website
3 baar complaint ki but koi proper response nahi mila. App me tracking bhi galat show ho rahi hai.,Customer_Service,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD601111. Seller bhi reply nahi kar raha.,Customer_Service,Medium,App
"Order ORD493914 ko 9 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Email
Promised date se 4 din late deliver hua. Seller bhi reply nahi kar raha.,Late_Delivery,Low,Email
UPI payment deduct ho gaya par order place nahi hua. Txn TXN98432853.,Payment_Issue,Medium,App
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,Call
Box kholte hi product broken nikla. Order ORD465254.,Damaged_Product,High,Website
App crash ho rahi hai payment ke time. Ref TRK9353796.,App_Bug,Low,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Support ko contact kiya but koi update nahi.,Seller_Fraud,Medium,App
"Order ORD268018 ko 5 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,App
Login karte hi something went wrong error aa raha hai. Refund bhi abhi tak process nahi hua.,App_Bug,High,Call
Login karte hi something went wrong error aa raha hai. Seller bhi reply nahi kar raha.,App_Bug,High,Website
Box kholte hi product broken nikla. Order ORD700665.,Damaged_Product,High,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD988268.",Wrong_Product,Low,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD211763.",Wrong_Product,Medium,Email
Express delivery li thi fir bhi delay hua. Seller bhi reply nahi kar raha.,Late_Delivery,Medium,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD386735. App me tracking bhi galat show ho rahi hai.",Wrong_Product,High,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD989265.,Seller_Fraud,Medium,Email
UPI payment deduct ho gaya par order place nahi hua. Txn TXN66698597.,Payment_Issue,High,Call
Discount apply hua tha par final bill me reflect nahi hua. Refund bhi abhi tak process nahi hua.,Billing_Invoice,Medium,App
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD871037.,Seller_Fraud,Low,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,App
"Tracking TRK8278315 update nahi ho raha, delivery date cross ho gayi. Seller bhi reply nahi kar raha.",Order_Not_Delivered,High,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD784507.,Customer_Service,Low,Call
3 baar complaint ki but koi proper response nahi mila. Support ko contact kiya but koi update nahi.,Customer_Service,High,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD932929.,Customer_Service,High,Website
"Order ORD848440 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Call
"Order ORD890110 ko 4 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,App
Completely different product receive hua.,Wrong_Product,High,Email
Promised date se 7 din late deliver hua.,Late_Delivery,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD644675. App me tracking bhi galat show ho rahi hai.,Customer_Service,Medium,Email
App crash ho rahi hai payment ke time. Ref TRK2661097. Support ko contact kiya but koi update nahi.,App_Bug,High,Website
UPI payment deduct ho gaya par order place nahi hua. Txn TXN27245919.,Payment_Issue,Medium,Email
Invoice me extra charge add ho gaya. Order ORD519492.,Billing_Invoice,Medium,Website
"Tracking TRK4231751 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Website
Invoice me extra charge add ho gaya. Order ORD431727. Refund bhi abhi tak process nahi hua.,Billing_Invoice,High,App
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Website
Promised date se 5 din late deliver hua.,Late_Delivery,High,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Low,Email
App crash ho rahi hai payment ke time. Ref TRK6335094.,App_Bug,Medium,Call
Invoice me extra charge add ho gaya. Order ORD371645.,Billing_Invoice,High,Email
"Tracking TRK5179399 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Email
Screen cracked thi delivery ke time.,Damaged_Product,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD879521.",Wrong_Product,High,Website
Invoice me extra charge add ho gaya. Order ORD525167.,Billing_Invoice,Medium,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD736877. Refund bhi abhi tak process nahi hua.,Seller_Fraud,Medium,Email
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Email
Return approve hua but pickup schedule nahi ho raha. Invoice INV160289.,Refund_Return,High,Email
"Tracking TRK4123208 update nahi ho raha, delivery date cross ho gayi. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,High,Website
Discount apply hua tha par final bill me reflect nahi hua. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,High,Email
Invoice me extra charge add ho gaya. Order ORD662484.,Billing_Invoice,High,Email
Box kholte hi product broken nikla. Order ORD476687. App me tracking bhi galat show ho rahi hai.,Damaged_Product,High,Email
Return approve hua but pickup schedule nahi ho raha. Invoice INV602577. App me tracking bhi galat show ho rahi hai.,Refund_Return,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD154567.",Wrong_Product,High,Call
"Tracking TRK3558453 update nahi ho raha, delivery date cross ho gayi. Seller bhi reply nahi kar raha.",Order_Not_Delivered,Low,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD520775.,Seller_Fraud,Medium,App
Express delivery li thi fir bhi delay hua. App me tracking bhi galat show ho rahi hai.,Late_Delivery,Medium,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD154662. Seller bhi reply nahi kar raha.,Seller_Fraud,High,Email
Amount debit hua lekin confirmation nahi aaya. Support ko contact kiya but koi update nahi.,Payment_Issue,High,Email
Screen cracked thi delivery ke time. Seller bhi reply nahi kar raha.,Damaged_Product,High,App
"Order ORD302299 ko 10 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN27157313.,Payment_Issue,Medium,Email
Refund 10 din se pending hai.,Refund_Return,Low,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Support ko contact kiya but koi update nahi.,Seller_Fraud,Medium,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD273558.",Wrong_Product,High,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD267775.,Seller_Fraud,Medium,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD410759. Support ko contact kiya but koi update nahi.,Customer_Service,High,Website
Refund 10 din se pending hai.,Refund_Return,Low,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD780154.",Wrong_Product,Low,Email
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
Screen cracked thi delivery ke time.,Damaged_Product,Medium,App
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD709918.,Customer_Service,High,Website
Return approve hua but pickup schedule nahi ho raha. Invoice INV581705. App me tracking bhi galat show ho rahi hai.,Refund_Return,Low,Website
App crash ho rahi hai payment ke time. Ref TRK3733321.,App_Bug,High,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,App
Invoice me extra charge add ho gaya. Order ORD215380. Seller bhi reply nahi kar raha.,Billing_Invoice,High,App
Box kholte hi product broken nikla. Order ORD930116. App me tracking bhi galat show ho rahi hai.,Damaged_Product,Medium,Call
Screen cracked thi delivery ke time.,Damaged_Product,High,App
"Order ORD207809 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,High,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD335428.",Wrong_Product,High,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV656249. App me tracking bhi galat show ho rahi hai.,Refund_Return,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Box kholte hi product broken nikla. Order ORD915565.,Damaged_Product,Medium,Call
Box kholte hi product broken nikla. Order ORD705912. Support ko contact kiya but koi update nahi.,Damaged_Product,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD837246. Seller bhi reply nahi kar raha.",Wrong_Product,High,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN28703143.,Payment_Issue,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD158579.,Seller_Fraud,Medium,Call
Invoice me extra charge add ho gaya. Order ORD794940. Refund bhi abhi tak process nahi hua.,Billing_Invoice,High,Website
"Tracking TRK4060575 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
Screen cracked thi delivery ke time. Seller bhi reply nahi kar raha.,Damaged_Product,Medium,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD515645.",Wrong_Product,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Website
Invoice me extra charge add ho gaya. Order ORD329540.,Billing_Invoice,Medium,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,App
"Tracking TRK6628280 update nahi ho raha, delivery date cross ho gayi. Seller bhi reply nahi kar raha.",Order_Not_Delivered,High,App
Screen cracked thi delivery ke time. Seller bhi reply nahi kar raha.,Damaged_Product,Medium,Call
"Tracking TRK6177530 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Email
Screen cracked thi delivery ke time. Support ko contact kiya but koi update nahi.,Damaged_Product,High,Call
Invoice me extra charge add ho gaya. Order ORD404212.,Billing_Invoice,High,Website
Promised date se 11 din late deliver hua.,Late_Delivery,Low,Email
Invoice me extra charge add ho gaya. Order ORD455488. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,High,App
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,App
Completely different product receive hua. Refund bhi abhi tak process nahi hua.,Wrong_Product,High,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Low,Call
"Tracking TRK7862438 update nahi ho raha, delivery date cross ho gayi. Refund bhi abhi tak process nahi hua.",Order_Not_Delivered,Medium,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Website
App crash ho rahi hai payment ke time. Ref TRK2766607.,App_Bug,Low,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Call
"Order ORD867324 ko 5 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Email
Amount debit hua lekin confirmation nahi aaya. Support ko contact kiya but koi update nahi.,Payment_Issue,Low,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN66763408. Support ko contact kiya but koi update nahi.,Payment_Issue,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD412828.,Customer_Service,High,App
"Tracking TRK5981239 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Website
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,App
Box kholte hi product broken nikla. Order ORD439458.,Damaged_Product,Medium,Email
"Tracking TRK9735757 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Low,Call
App crash ho rahi hai payment ke time. Ref TRK4667881.,App_Bug,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD300444.,Seller_Fraud,High,App
Login karte hi something went wrong error aa raha hai.,App_Bug,Low,Email
"Order ORD581111 ko 10 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,App
"Order ORD746195 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD800144. App me tracking bhi galat show ho rahi hai.",Wrong_Product,Medium,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Call
"Tracking TRK4757032 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Call
App crash ho rahi hai payment ke time. Ref TRK1548189.,App_Bug,Low,Email
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Support ko contact kiya but koi update nahi.,Seller_Fraud,High,Website
Completely different product receive hua.,Wrong_Product,High,App
"Order ORD759443 ko 10 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
"Order ORD575745 ko 12 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Website
Screen cracked thi delivery ke time. Support ko contact kiya but koi update nahi.,Damaged_Product,Medium,App
"Order ORD212278 ko 4 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,Low,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
Discount apply hua tha par final bill me reflect nahi hua. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,App
"Tracking TRK9118679 update nahi ho raha, delivery date cross ho gayi. Refund bhi abhi tak process nahi hua.",Order_Not_Delivered,Low,Website
App crash ho rahi hai payment ke time. Ref TRK9585651.,App_Bug,High,Website
"Order ORD330436 ko 6 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,Low,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Website
Login karte hi something went wrong error aa raha hai. Support ko contact kiya but koi update nahi.,App_Bug,Low,Call
Discount apply hua tha par final bill me reflect nahi hua. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,High,Email
Invoice me extra charge add ho gaya. Order ORD571233.,Billing_Invoice,High,Email
Invoice me extra charge add ho gaya. Order ORD288643. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,Email
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Refund bhi abhi tak process nahi hua.,Seller_Fraud,Low,App
Invoice me extra charge add ho gaya. Order ORD652874.,Billing_Invoice,Low,App
Completely different product receive hua. App me tracking bhi galat show ho rahi hai.,Wrong_Product,Medium,Email
Invoice me extra charge add ho gaya. Order ORD574779.,Billing_Invoice,Medium,Email
"Order ORD584202 ko 2 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Low,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD172827. Refund bhi abhi tak process nahi hua.,Customer_Service,High,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD512433.",Wrong_Product,Low,App
Promised date se 4 din late deliver hua. Refund bhi abhi tak process nahi hua.,Late_Delivery,Low,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD300445.,Seller_Fraud,Low,Email
Promised date se 6 din late deliver hua.,Late_Delivery,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD244455.,Customer_Service,Medium,Call
App crash ho rahi hai payment ke time. Ref TRK9851473.,App_Bug,Low,Email
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
App crash ho rahi hai payment ke time. Ref TRK2308903. Support ko contact kiya but koi update nahi.,App_Bug,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD456987.,Seller_Fraud,High,Email
App crash ho rahi hai payment ke time. Ref TRK9464296.,App_Bug,High,Call
Promised date se 6 din late deliver hua.,Late_Delivery,Medium,App
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD881216. Seller bhi reply nahi kar raha.,Seller_Fraud,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD677035. App me tracking bhi galat show ho rahi hai.,Customer_Service,Medium,App
Discount apply hua tha par final bill me reflect nahi hua. Support ko contact kiya but koi update nahi.,Billing_Invoice,High,Email
Completely different product receive hua. Seller bhi reply nahi kar raha.,Wrong_Product,High,App
Refund 10 din se pending hai. App me tracking bhi galat show ho rahi hai.,Refund_Return,High,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Email
Box kholte hi product broken nikla. Order ORD294069.,Damaged_Product,Low,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD274740.,Seller_Fraud,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD376648.,Customer_Service,Medium,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD595523.",Wrong_Product,High,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD891666.",Wrong_Product,Medium,Call
Completely different product receive hua.,Wrong_Product,High,Email
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Website
UPI payment deduct ho gaya par order place nahi hua. Txn TXN76817911. App me tracking bhi galat show ho rahi hai.,Payment_Issue,High,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Low,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Email
Promised date se 6 din late deliver hua. Seller bhi reply nahi kar raha.,Late_Delivery,Medium,Website
Invoice me extra charge add ho gaya. Order ORD648600. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,High,Email
"Order ORD327882 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila. Refund bhi abhi tak process nahi hua.",Order_Not_Delivered,High,Email
App crash ho rahi hai payment ke time. Ref TRK5218353.,App_Bug,Medium,Website
Amount debit hua lekin confirmation nahi aaya. Seller bhi reply nahi kar raha.,Payment_Issue,Medium,Email
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Call
Login karte hi something went wrong error aa raha hai. Support ko contact kiya but koi update nahi.,App_Bug,High,App
3 baar complaint ki but koi proper response nahi mila. App me tracking bhi galat show ho rahi hai.,Customer_Service,Medium,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
"Order ORD745092 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Email
"Tracking TRK7760247 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Low,Call
Promised date se 3 din late deliver hua.,Late_Delivery,High,Email
Completely different product receive hua.,Wrong_Product,Medium,Website
Completely different product receive hua.,Wrong_Product,High,App
Box kholte hi product broken nikla. Order ORD220280.,Damaged_Product,Medium,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN92243262.,Payment_Issue,Medium,App
Invoice me extra charge add ho gaya. Order ORD293785. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD717363.,Customer_Service,Medium,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Email
"Tracking TRK6951329 update nahi ho raha, delivery date cross ho gayi. Support ko contact kiya but koi update nahi.",Order_Not_Delivered,High,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Email
Invoice me extra charge add ho gaya. Order ORD391860.,Billing_Invoice,Low,Website
Completely different product receive hua.,Wrong_Product,Medium,App
"Order ORD342959 ko 9 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Website
UPI payment deduct ho gaya par order place nahi hua. Txn TXN61550809.,Payment_Issue,High,Email
"Order ORD562976 ko 2 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
Invoice me extra charge add ho gaya. Order ORD305225. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,Call
Box kholte hi product broken nikla. Order ORD190196. Support ko contact kiya but koi update nahi.,Damaged_Product,Low,Email
Box kholte hi product broken nikla. Order ORD457261.,Damaged_Product,Medium,Call
Completely different product receive hua.,Wrong_Product,High,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD920392.",Wrong_Product,High,Email
"Tracking TRK5217487 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Email
"Order ORD994640 ko 6 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,App
Completely different product receive hua. Refund bhi abhi tak process nahi hua.,Wrong_Product,Low,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD536459. Seller bhi reply nahi kar raha.,Customer_Service,High,Call
Completely different product receive hua.,Wrong_Product,High,Website
Completely different product receive hua.,Wrong_Product,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Email
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
UPI payment deduct ho gaya par order place nahi hua. Txn TXN17634795. App me tracking bhi galat show ho rahi hai.,Payment_Issue,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD406616.,Customer_Service,Medium,App
