text,category,urgency,is_synthetic
Payment fail ho gaya but paisa kat gaya! please jaldi!,Payment_Invoice,High,True
"Item visibly used h, fingerprints aur scratches bhi hain.",Wrong_Damaged_Product,Medium,False
"Product size thoda wrong h, replace kar sakte hain?",Wrong_Damaged_Product,Low,False
Profile name edit kar sakta hu??,Account_Technical,Low,False
Refund status check kaise karu? Koi option nahi! please jaldi!,Returns_Refunds,High,True
Delivery ke liye kyaa kyaa kar sakta hu?,Delivery_Issue,Low,True
"INVOICE ME FAKE GSTIN h!!! Legal issue hai, senior team contact kare.",Payment_Invoice,High,False
Payment bahut din se pending hai! critical hai!,Payment_Invoice,High,True
"Order not working hai, paisa kat gaya but kuch nahi mila! FRAUD hai! turant resolve karo!",Order_Status,High,True
Old adress delete kaise karu account se??,Account_Technical,Low,False
"LOGIN NAHI HO RAHA AUR ₹30,000 KA ORDER ACCOUNT ME h!!!",Account_Technical,High,False
Order place karne ke baad phone number change ho sakta hai kya?,Order_Status,Low,True
"Invoice me wrong GSTIN print hua hai, corrected invoice chaiye.",Payment_Invoice,Medium,False
"₹50,000 paymnt stuck hai, bank bol raha merchant ne hold kiya. Release NOW.",Payment_Invoice,High,False
Order 27 items ka tha but sirf 7 aaye,Order_Status,Medium,True
Delivery boy ne security guard ko de diya! asap!,Delivery_Issue,High,True
Delivry boy call karega na aane se pehle?,Delivery_Issue,Low,False
Order 19 baar not working ho raha hai! Fix kro ya paisa wapas karo!,Order_Status,High,True
Order placed but wrong phone number add ho gaya,Order_Status,Medium,True
"Kal ghar pe nahi rahunga, parcel evening me deliver ho sakta h?",Delivery_Issue,Low,False
TV screen cracked hai aur delivery agent bol raha accept kar liya to kuch nahin hoga. manger connect karo!,Wrong_Damaged_Product,High,False
paymnt not updating he but order not placed hai! very urgent!,Payment_Invoice,High,True
d app freezes whenever I open tracking.,Account_Technical,Medium,False
refnd ke liye kyaa kya documents chahiye?,Returns_Refunds,Low,True
Retrn request baar baar auto-cancel ho rahi hai.,Returns_Refunds,Medium,False
Refund kaise le sakte hai?,Wrong_Damaged_Product,Low,True
"Order ka product kharab hai, return option kahan hai?",Wrong_Damaged_Product,Low,True
"payement fail ho gaya but paisa kat gaya, please check",Payment_Invoice,Medium,True
ordr cancel karne ka option nahin aa raha,Order_Status,Medium,True
Package doorstep delivry tha but pickup point pe collect karne bola.,Delivery_Issue,Medium,False
Delivery instructions follow nahi kiye! immediately!,Delivery_Issue,High,True
Delivery wrong adress pe ho gayi! right now!,Delivery_Issue,High,True
Delivery boy demanded cash on delivery! Already paid tha! FRAUD!,Delivery_Issue,High,True
Refund ke liye kitna wait karna padega? 2 din ho gaya,Returns_Refunds,Medium,True
Payment fail ho gaya but wallet balance cut gaya! immediately!,Payment_Invoice,High,True
Order not working hai but confirmation email nahi aaya,Order_Status,Medium,True
Payment success ke baad ordr cancelled kar diya aur refund missing hai!!!,Payment_Invoice,High,False
"Pkg wrong hub me chala gaya, isliye delivry delay ho rahi hai.",Delivery_Issue,Medium,False
delivry wrong address pe ho gayi! immediately!,Delivery_Issue,High,True
Delivery instructions diye the but follow nahi hue,Delivery_Issue,Low,True
"Order me missing item hai, check karo",Order_Status,Medium,True
"Refund kahan aata hai, bank ya wallet?",Returns_Refunds,Low,True
"Refund voucher nahi chahiye, CASH/BANK REFUND do immediatly.",Returns_Refunds,High,False
Refund ke liye kiya kya documents chahiye?,Returns_Refunds,Low,True
"Invoice me customer name galat hai, fix karo",Payment_Invoice,Medium,True
Payment double charge hua hai! abhi karo! Refund karo!,Payment_Invoice,High,True
"Account verify nahi ho raha, 10 din se pending hai",Account_Technical,Medium,True
Delivery agent ne wrong person ko de diya! FRAUD! asap!,Delivery_Issue,High,True
Mera order ka product msising hae hai! Refund ya replacement do!,Wrong_Damaged_Product,High,True
App checkout page pe crash horhi hai.,Account_Technical,Medium,False
Payment ke baad kya kya hota hai?,Payment_Invoice,Low,True
Delivery date 1 hafta thi but abhi tak nahin aayi! ESCALATE KARO!,Delivery_Issue,High,True
Delivery bahut din se nahi ho rahi! Consumer court me jaunga!,Delivery_Issue,High,True
Wrong product aaya hai! bahot der ho gayi! Paisa wapas karo!,Wrong_Damaged_Product,High,True
"meraa order duplicate product aaya hai, kyaa karu?",Wrong_Damaged_Product,Low,True
Customer support chat open kaise hota h?,Account_Technical,Low,False
Mere area me parcel aa gaya phir bhi three days se deliver nahin hua.,Delivery_Issue,Medium,False
paymnt gateway pe amount stuck hai! immediately!,Payment_Invoice,High,True
Replacement ke badle automaticaly refund process hogya.,Returns_Refunds,Medium,False
doo delivery attempts fake show ho rahe hain; mujhe koi call nahi mila.,Delivery_Issue,Medium,False
"Product phat gaya hai, refund do",Wrong_Damaged_Product,Medium,True
Laptop delivry hai aur box unattended gate pe chhod dia! Security risk hai.,Delivery_Issue,High,False
Mera order ka product nahi chal raha! bahut urgent hai!,Wrong_Damaged_Product,High,True
Cart items baar baar automatically remove ho rahe hain..,Account_Technical,Medium,False
"The rider marked delivered, but nothing was handed to mein.",Delivery_Issue,Medium,False
Wrng size aur wrng colour dono deliver hue hain.,Wrong_Damaged_Product,Medium,False
Order ka product kharab hai! please jaldi! refnd do!,Wrong_Damaged_Product,High,True
"OTP nahi aa raha, 30 baar try kiya",Account_Technical,Medium,True
Return request kaise karu?,Returns_Refunds,Low,True
Office address pe delivry shift kar sakta hu?,Delivery_Issue,Low,False
"App disabled ho raha hai, bahut din se use nahi ho raha",Account_Technical,Medium,True
Order status upadte kaise hota hai?,Order_Status,Low,True
Return request 2 din pe ki thi but ab tak koi update nahin,Returns_Refunds,Medium,True
"Wrong address pe deliver ho gaya, mera address toh Whitefield, Bangalore hai",Delivery_Issue,Medium,True
"retrn ke baad product wapas nahi bhej pa raha, help karo",Returns_Refunds,Medium,True
Payment ke liye kyaa kya steps hai?,Payment_Invoice,Low,True
"Package ka status pending dikha raha h, please verify kar do.",Order_Status,Medium,False
Return approved but refund kab aayega? 5 din ho gaya,Returns_Refunds,Medium,True
"reurn item deliver ho chuka hai, refound process start kro",Returns_Refunds,Medium,True
refnd 2 hafta pe initiate hua tha but abhi tak nahi aaya,Returns_Refunds,Medium,True
"oder 10 din se transit mein hai, kab milega?",Order_Status,Medium,True
Order delivered but prduct broken hai hai! right now!,Wrong_Damaged_Product,High,True
"Phone number verify nhi ho raha, invalid bol raha hai.",Account_Technical,Medium,False
"₹25,000 REFUND 20 DIN SE PENDING HAI!!! Pese turant wapas karo.",Returns_Refunds,High,False
"refound kahan aata hai, bank ya wallet?",Returns_Refunds,Low,True
Account me kya kya update kar sakte hai?,Account_Technical,Low,True
Invoice ke liye koi charge he kya?,Payment_Invoice,Low,True
Wrong product aaya hai! very urgent! Paisa wapas karo!,Wrong_Damaged_Product,High,True
"Wrong color aaya hai, maine white ordr kiya tha",Wrong_Damaged_Product,Medium,True
Package properly sealed tha but andar glass shattered tha..,Wrong_Damaged_Product,Medium,False
"App me shipped likha hai, iska matlab kal delivery hogi kia?",Order_Status,Low,False
Delivery ke liye kya kyaa chahiye?,Delivery_Issue,Low,True
"Order me kitne items hai, confirm karoo",Order_Status,Low,True
Order crushed hai! mujhe replacement chahiye! abhi karo!,Wrong_Damaged_Product,High,True
"canceled order ka ₹11,999 abhi tak nhi mila!!! Immediate bank reference do.",Returns_Refunds,High,False
"UPI ID wrng enter ho gayi, payment retry kaise kru?",Payment_Invoice,Low,False
"prduct kharab he hai, 30 din pehle receive hua",Wrong_Damaged_Product,Medium,True
delivr instructions diye the but follow nahi hue,Delivery_Issue,Low,True
"prduct crushed hai, ek piece missing hai",Wrong_Damaged_Product,Medium,True
"ordr me se kuch items missing hain, please complete kro",Wrong_Damaged_Product,Medium,True
Courier person parcel dene se mana kar raha hai unless I share OTP first. URGENT..,Delivery_Issue,High,False
"oder not working hai, kiya problem hai?",Order_Status,Medium,True
"Ordr me three products the, ek completely missing hai.",Wrong_Damaged_Product,Medium,False
Address save karne ke baad disappear ho jata h.,Account_Technical,Medium,False
"Order not updating hai, consumer court me jaunga agar 7 din tak resolve nahi hua!",Order_Status,High,True
Order failed hai but delivery date cross ho gayi! right now!,Order_Status,High,True
Order confirm hone ke baad cancel kar sakte hai kya?,Order_Status,Low,True
"App halted ho gaya hai after update, fix karo",Account_Technical,Medium,True
Return item ko kahan bheju?,Returns_Refunds,Low,True
Refund kab tak milega? Bank account pe transfer karoo,Returns_Refunds,Medium,True
Delivry instruction me 'call before arriving' add kar do.,Delivery_Issue,Low,False
"Electronic item duplicate jaisa lag raha hai, serial verify nai ho raha.",Wrong_Damaged_Product,Medium,False
Mera order delivered but product dent pada hai hai!,Wrong_Damaged_Product,High,True
"Package broken hai hai, fatafat! TURANT REPLACE KARO!",Delivery_Issue,High,True
Same order k liye card twice charge hua.,Payment_Invoice,Medium,False
"Muje abhi ke abhi status chahie, travel se pehle package lena zaroori hai!",Order_Status,High,False
Mra parcel dispatch hua ya abhi warehouse me hai?,Order_Status,Low,False
GST invoice kese download karu?,Payment_Invoice,Low,False
Delivery boy ne package fek ke diya! very urgent!,Delivery_Issue,High,True
"Password reset link not updating hai, naya password set nahi ho raha",Account_Technical,Medium,True
Return item ka label kaise print karu?,Returns_Refunds,Low,True
payement bahut din pe ki thi but abhi tak order confirm nahi hua,Payment_Invoice,Medium,True
GST number save karne ka option kaha h?,Payment_Invoice,Low,False
"Product dent pada he hai, please check karoo",Wrong_Damaged_Product,Medium,True
Courier partner ka naam aur trackng ID share kar do.,Order_Status,Low,False
Wrong item mila toh kya karu?,Wrong_Damaged_Product,Low,True
"Mera order ka product nahi chal raha, help karo",Wrong_Damaged_Product,Medium,True
Return request kaise karu?,Returns_Refunds,Low,True
"App showing error hai, data load nahi ho raha",Account_Technical,Medium,True
Return item ko kaise pack karu?,Returns_Refunds,Low,True
Email verification complet hai but account unverified dikha raha.,Account_Technical,Medium,False
"Product duplicate lag raha hai, original nahi hai",Wrong_Damaged_Product,Medium,True
Refund amount galat aaya! please jaldi! Correct karo!,Returns_Refunds,High,True
"App blocked hai, payment process nahi ho raha",Account_Technical,Medium,True
"Order halted hai, asap! Nahi toh police complaint karunga!",Order_Status,High,True
oder 13 din sey showing error hai! Bahut urgnt hai! bahut urgent hai!,Order_Status,High,True
"wrng item deliver hua hai, mene headphones order kiya tha",Wrong_Damaged_Product,Medium,True
"Order me kya kya aayega, list bhejo",Order_Status,Low,True
Order disabled hai but delievery date cross ho gayi! immediately!,Order_Status,High,True
Courier ne return parcl collect kiya but status still pickup pending hai.,Returns_Refunds,Medium,False
"Delivery 30 din lag rahe hain, pehle 9 din mein aata tha",Delivery_Issue,Medium,True
App bug se return deadline miss ho rahi h. Fix TODAY or approve manually.,Account_Technical,High,False
COD ordr ka refnd bank me kaise milega?,Returns_Refunds,Low,False
Contactless delivery option available h?,Delivery_Issue,Low,False
Invoice me kiya kya details hoti hai?,Payment_Invoice,Low,True
Partial retrn possible hai for combo pack?,Returns_Refunds,Low,False
Package me ek accessory missing lag rahi h.,Wrong_Damaged_Product,Low,False
Order not responding hai but delivr date cross ho gayi,Order_Status,Medium,True
Mera item eligible for return h ya nahi check kar do.,Returns_Refunds,Low,False
"Item broken condition me aaya, screen pe crack h.",Wrong_Damaged_Product,Medium,False
refnd status kaise check karu?,Returns_Refunds,Low,True
"Account stopped hai, customer care bhi help nai kar raha! ESCALATE KARO!",Account_Technical,High,True
Account email update karna h.,Account_Technical,Low,False
Wrong item ka kya karu?,Wrong_Damaged_Product,Low,True
Package scratch aaya hai hai! IMMEDIATELY refnd karo!,Delivery_Issue,High,True
OTP kaise resend karu?,Account_Technical,Low,True
Used aur damaged prodct ko new bolke bheja hai. Consumer complaint karunga.,Wrong_Damaged_Product,High,False
Payment 5 din pe ki thi but abhi tak order confirm nai hua,Payment_Invoice,Medium,True
"Har login pe unknown profile khul rahi h, data leak ho sakta hai!!!",Account_Technical,High,False
Package delivered but outer box completely crushed tha,Delivery_Issue,Medium,True
"medecine delivery two days late hai, patient ko urgently chahie!",Delivery_Issue,High,False
refound status check kaise karu? Koi option nahi! asap!,Returns_Refunds,High,True
Card charged in foreign currency instead of INR..,Payment_Invoice,Medium,False
"App crash ho raha hai, 1 hafta se bar bar ho raha hai",Account_Technical,Medium,True
"Order ka product kharab hai, refund do plss",Wrong_Damaged_Product,Medium,True
Delivry boy fone nahin utha raha aur status custmer unavailable dikha dia.,Delivery_Issue,Medium,False
Business invoice me legal name update karna h.,Payment_Invoice,Low,False
Payment ke baad oder confirm hota hai kya?,Payment_Invoice,Low,True
"prodct bent ho gaya tha, delivery ke baad pata chala",Wrong_Damaged_Product,Medium,True
"OTP kisi aur number pe ja raha h, security issue hai. Urgent fix karo!",Account_Technical,High,False
"Colour mismatch h, bas correct variant chahiye.",Wrong_Damaged_Product,Low,False
UPI payment option available hai kyaa?,Payment_Invoice,Low,False
Delivery kaafi din se pending hai! Koi action nahi le raha!,Delivery_Issue,High,True
Four complaints k baad bhi refund nahi. Social media pe expose karunga.,Returns_Refunds,High,False
Account disabled hai! critical hai!,Account_Technical,High,True
Delivery usually kitne din leti h?,Delivery_Issue,Low,True
App update ke baad sab failed ho gaya hai,Account_Technical,Medium,True
Refund process kaise hota hai?,Returns_Refunds,Low,True
Prodct body bent hai and packaging bhi crushed thi.,Wrong_Damaged_Product,Medium,False
Notification off kaise karte hain??,Account_Technical,Low,False
"delievery date 2 din se delay hai, koi update do",Delivery_Issue,Medium,True
Payment 5 din pe kiya but order confirm nahi hua! jaldi karo!,Payment_Invoice,High,True
Morning delivery possible hai kia?,Delivery_Issue,Low,False
Payment 5 din pe kiya but order confirm nahi hua! please jaldi!,Payment_Invoice,High,True
"Order status blocked hai, expected date kab hai?",Order_Status,Medium,True
"Order ka product scratch aaya hai hai, turant replace karo",Wrong_Damaged_Product,Medium,True
"Ordr nahii bana aur pese debit hain, EMI bhi start ho gayi. Immediate action!",Payment_Invoice,High,False
"Pickup date reschedule karni hai, kaise kru?",Returns_Refunds,Low,False
"Parcel ka koi ata-pata nahin aur amount ₹12,000 hai. Turantt locate karo.",Order_Status,High,False
Two-factor authentication setup loop mein phas gaya.,Account_Technical,Medium,False
ordr dispatch hone ke baad adres change ho sakta hai kya?,Order_Status,Low,True
Account security issu hai! Someone else login kar raha! bahut urgent hai!,Account_Technical,High,True
App 2 din se not updating hai! BAHUT URGENT!,Account_Technical,High,True
Parcel neighbour ko handover kar sakte ho with OTP??,Delivery_Issue,Low,False
Product return karne ke baad kya hota hai?,Wrong_Damaged_Product,Low,True
Refund ke liye kya kya documents chahiye?,Returns_Refunds,Low,True
ma card was charged after order cancellation. Reverse it immediately.,Payment_Invoice,High,False
Payment pending status normally kitni der rehta h?,Payment_Invoice,Low,False
ordr ka tracking number kahan milega?,Order_Status,Low,True
ordr ka expected delievery date kya hai?,Order_Status,Low,True
Order deadline-sensitive h aur tracking dead hai. Resolve NOW warna cancel karunga.,Order_Status,High,False
Pickup agent product accept nahiii kar raha becoz outer box missing hai.,Returns_Refunds,Medium,False
"App pending hai, coupon apply nahi ho raha",Account_Technical,Medium,True
Account not updating hai! Koi explanation nahee diya! fatafat!,Account_Technical,High,True
"Tax invoice aaj filing k liye chahiye, URGENTLY corrected PDF bhejo.",Payment_Invoice,High,False
"Mera area serviceable h na, bas confirm karna tha.",Delivery_Issue,Low,False
"oder 7 din se failed hai, update do",Order_Status,Medium,True
"Mera order transit me h kya, thoda bata do.",Order_Status,Low,False
Delivery time change ho sakta hai kya?,Delivery_Issue,Low,True
"Product crushed hai, 3 din ke andar replace karo",Wrong_Damaged_Product,Medium,True
Account not working hai but maine kuch nahi kiya! please jaldi!,Account_Technical,High,True
Someone changed my email and phone number. urgenttt account recovery chahie.,Account_Technical,High,False
DELIVRY BOY NE PARCEL DELIVERED MARK KAR DIYA BUT MUJHE MILA HI NAHI!!!,Delivery_Issue,High,False
Login kaise karu?,Account_Technical,Low,True
OTP kaise resend karu?,Account_Technical,Low,True
"Account not updating hai, koi explanation nahi diya",Account_Technical,Medium,True
"Wrong color aaya hai, maine white oder kiya tha",Wrong_Damaged_Product,Medium,True
Delivery 2 din se delay hai! URGENT resolve karo!,Delivery_Issue,High,True
Refund 1 hafta pay initiate hua but abhi tak nahi aaya! URGENT!,Returns_Refunds,High,True
"Courier wale ne gate tak aane se mana kar diya, plz check.",Delivery_Issue,Medium,False
Account logout from all devices option kaha h?,Account_Technical,Low,False
"₹45,000 KA PHONE BROKEN AAYA h!!! Immediate replacement chahiye.",Wrong_Damaged_Product,High,False
"Profile update nahee ho raha, not updating hai form",Account_Technical,Medium,True
Return request approve hone me kitna time lagta hai?,Returns_Refunds,Low,True
payement 5 din pe ki thi but abhi tak order confirm nahi hua,Payment_Invoice,Medium,True
Order 11 baar not working ho raha hai! Fix karo ya paisa wapas karo!,Order_Status,High,True
"Mere ₹17,500 atke hue hain, har support agent fake timeline deta h!!!",Returns_Refunds,High,False
Product label pe expiry date unclear h.,Wrong_Damaged_Product,Low,False
Return approved but refund kab aayega? 7 din ho gaya,Returns_Refunds,Medium,True
Delivery boy rude tha! MANAGER sey BAAT KARO! immediately!,Delivery_Issue,High,True
Payment gateway frozen hai! right now! Release karo!,Payment_Invoice,High,True
"₹20,000 kaa prepaid parcel kisi aur ko de diya!!! Immediate investigation karo.",Delivery_Issue,High,False
"Partial refnd mla hai, remaining amount ka update do.",Returns_Refunds,Medium,False
Pkg khola to pura oil leak hua tha aur furniture kharab hogya. Compensation chahiye!,Wrong_Damaged_Product,High,False
One item cancelled but full invioce amount still charged hai.,Payment_Invoice,Medium,False
Invoice me kya kya details hoti hai?,Payment_Invoice,Low,True
oder 17 baar pending ho raha hai! Fix karo ya paisa wapas karo!,Order_Status,High,True
Mere card se unauthorized third charge hua!!! Fraud team ko escalate kro.,Payment_Invoice,High,False
Pickup agent ko invioce dena hota hai?,Returns_Refunds,Low,False
"Return item deliver ho chuka hai, refnd process start karoo",Returns_Refunds,Medium,True
Return request approve karo! Item broken hai hai! TURANT!,Returns_Refunds,High,True
Order confirmed hai lekin shipment update bilkul nai aya.,Order_Status,Medium,False
Parcel shipped dikh raha hai but courier website pe record nahii mil raha.,Order_Status,Medium,False
"Invoice me service charge extra lagaya hai, remove karo",Payment_Invoice,Medium,True
Payment double charge hua hai! asap! Refund karo!,Payment_Invoice,High,True
Profile photo kaise lagau?,Account_Technical,Low,True
Invoice ko kaise print karu?,Payment_Invoice,Low,True
"Order pending hai, turant resolve karo! Nahi toh police complaint karunga!",Order_Status,High,True
"Delivery 1 hafta sey delay ho rahi hai, kab aayegi?",Delivery_Issue,Medium,True
Expected delievery date kya hai?,Order_Status,Low,True
"Tracking page blank aa raha hai, support se exact location bta do.",Order_Status,Medium,False
"Order 24 din se transit mein hai, kb milega?",Order_Status,Medium,True
"Ordr processing me atka hua hai since Monday, reason kia hai?",Order_Status,Medium,False
Invoice me extra charges lagaye hai! turant resolve karo! Remove karo!,Payment_Invoice,High,True
"Mra expensive order gayab lag raha hai, pese bhi deduct ho gaye. urgenttt CHECK KARO.",Order_Status,High,False
"Mera paisa double block hai, refnd TODAY chahiye warna consumer court jaunga.",Returns_Refunds,High,False
delivry kaafi din se pending hai! Koi action nahi le raha!,Delivery_Issue,High,True
"Return pickup doo baar cancel hua, naya slot arrange karo.",Returns_Refunds,Medium,False
Order 26 din se not responding hai! Bahut urgent hai! asap!,Order_Status,High,True
OTP nahin aa raha! bahut der ho gayi! Multiple times try kiya!,Account_Technical,High,True
Delivery boy ko instruction kaise de?,Delivery_Issue,Low,True
Payment double hua hai! jaldi karo! refnd karo!,Payment_Invoice,High,True
Delivery schedule kaise dekhu?,Delivery_Issue,Low,True
Two-factor code bypass hua lagta hai. securty team call me immediately.,Account_Technical,High,False
Payment methods kya kiya hai?,Payment_Invoice,Low,True
"Return ke baad prodct vapas nahin bhej pa raha, help karo",Returns_Refunds,Medium,True
"buisness purchase hai, invoice without GST details generate hua.",Payment_Invoice,Medium,False
"Refund promised date cross ho gayi, amount account me nahin hai.",Returns_Refunds,Medium,False
Payment 1500 kiya but 9000 kat gaya! emergency hai!,Payment_Invoice,High,True
"Order wrong color aaya, exchange ho sakta hai kya?",Wrong_Damaged_Product,Low,True
Order 17 baar halted ho raha hai! Fix karo ya paisa wapas karo!,Order_Status,High,True
Product return karne ka option kahan hai?,Wrong_Damaged_Product,Low,True
COD se prepaid me paymnt change ho sakti hai?,Payment_Invoice,Low,False
Dispatch message mil gaya tha par uske baad koi movement nahiii hai.,Order_Status,Medium,False
"Order status update nahi ho raha, please chck karo",Order_Status,Medium,True
Order delivered but prduct phat gaya hai! jaldi karo!,Wrong_Damaged_Product,High,True
delievery address change kar sakte hai kya?,Delivery_Issue,Low,True
Order halted hae but delivery date cross ho gayi! please jaldi!,Order_Status,High,True
Account delete kaise karu?,Account_Technical,Low,True
Payment showing error but confirmation nahi mila,Payment_Invoice,Medium,True
Account settings kahan hai?,Account_Technical,Low,True
Payment pending hai since yesterday even though UPI succesful tha.,Payment_Invoice,Medium,False
Account 7 din se not working hai! Help karo!,Account_Technical,High,True
Account me kya kya update kar sakte hai?,Account_Technical,Low,True
Delivery boy demanded extra money for delivery,Delivery_Issue,Medium,True
Order 30 items ka tha but sirf 9 aaye,Order_Status,Medium,True
App blocked ho raha hai! critical hai! Fix karo!,Account_Technical,High,True
Refund amount ₹2000 tha but sirf ₹2700 credit hua,Returns_Refunds,Medium,True
Order status check karne ka tarika batao,Order_Status,Low,True
Agent ne badtameezi ki aur phone kaat diya. Escalate to supervisor noww.,Delivery_Issue,High,False
Invoice ko kaise share karu?,Payment_Invoice,Low,True
Order ID ke against koi latest update h kya?,Order_Status,Low,False
"Invoice download nahi ho raha, disabled hai page",Payment_Invoice,Medium,True
"Order confirm ho gaya hai, ab kya hoga?",Order_Status,Low,True
Payment double charge hua hai! abhi karo! refound karo!,Payment_Invoice,High,True
App desktop browser pe bhi same account sey chalega?,Account_Technical,Low,False
App white screen pe stuck h since morning.,Account_Technical,Medium,False
Account delete karna hai but option nahi mil raha! jaldi karo!,Account_Technical,High,True
Pickup agent product le gaya but retrn proof nahi diya. Urgent investigation chahiye.,Returns_Refunds,High,False
"Order delivered wrong item, exchange kro please",Wrong_Damaged_Product,Medium,True
Refund process kaise hota hai?,Wrong_Damaged_Product,Low,True
Invoice ko kaise share karu?,Payment_Invoice,Low,True
Return policy ke according refound milna chahiye! turant resolve karo!,Returns_Refunds,High,True
Order me address change kar sakte hai kya?,Order_Status,Low,True
"Refund amount galat aaya hai, ₹3000 instead of ₹1400",Returns_Refunds,Medium,True
Delivery attempt ke naam pe sirf missed call aaya aur order retrn kar diya.,Delivery_Issue,Medium,False
Delivery agent usually kis time tak aata h?,Delivery_Issue,Low,False
"Order history download karni h, option kaha hai?",Account_Technical,Low,False
Refund ke liye kya kya documents chahiye?,Wrong_Damaged_Product,Low,True
Order cancel karne ka option nahi aa raha,Order_Status,Medium,True
"Wrng fragrance deliver hui, exchange request kaha se dalu?",Wrong_Damaged_Product,Low,False
Refund kaise check karu?,Returns_Refunds,Low,True
Profile name kaise change karu?,Account_Technical,Low,True
Payment successful but order cancel dikha raha hai! bahut urgent hai!,Payment_Invoice,High,True
My account iz locked without any explanation.,Account_Technical,Medium,False
App update ke baad sab stuck ho gaya! turant resolve karo!,Account_Technical,High,True
"OTP aa hi nahi raha, multiple times resend try kiya..",Account_Technical,Medium,False
"Order me wrong product aaya hai, please check karo",Wrong_Damaged_Product,Medium,True
"retrn request reject without inspection, please reopen",Returns_Refunds,Medium,True
"Quantity two thi, packet me sirf one piece mila..",Wrong_Damaged_Product,Low,False
Courier team parcl kisi aur building me le gayi thi.,Delivery_Issue,Medium,False
"ordr 6 items ka hai, sab ek saath aayenge kya?",Order_Status,Low,True
Delivery halted hai but expected date cross ho gayi,Delivery_Issue,Medium,True
Refund 11 din sey pending hai! BAHUT URGENT!,Returns_Refunds,High,True
Invoice 7 din se generate nahi ho raha,Payment_Invoice,Medium,True
Invoice me GST kaise dekhu?,Payment_Invoice,Low,True
OTP kitni der valid rehta h?,Account_Technical,Low,False
"Return item damaged aaya tha, refund chahiye",Returns_Refunds,Medium,True
Mere saved cards visible hain but login control nahi mil raha. Acount freeze immediately.,Account_Technical,High,False
meraa order me missing items hain! bahut der ho gayi! Complete karo!,Wrong_Damaged_Product,High,True
Company GST claim lose ho jayega due 2 your wrong invoice. Escalate immediately.,Payment_Invoice,High,False
Login credentials kya hai?,Account_Technical,Low,True
reurn request kab tak kar sakte hai?,Returns_Refunds,Low,True
App pending hai! Data load nahi ho raha! URGENT!,Account_Technical,High,True
"Delivery 2 din sey delay ho rahi hai, kab aayegi?",Delivery_Issue,Medium,True
Login nahi ho raha! emergency hai! 10 baar try kiya!,Account_Technical,High,True
Delivery boy ko tip de sakte hai kya?,Delivery_Issue,Low,True
Ordr ka current status bata dena pls.,Order_Status,Low,False
"Mra pkg dispatch kab hoga, koi idea?",Order_Status,Low,False
paymnt ₹1000 kat gaya but order nahin hua! FRAUD hai!,Payment_Invoice,High,True
Order ka tracking number kahan milega?,Order_Status,Low,True
Payment 7 din pay kiya but order confirm nahin hua! very urgent!,Payment_Invoice,High,True
Return request 7 din pay ki thi! turant resolve karo! Koi response nahi!,Returns_Refunds,High,True
OTP email pe mil sakta h instead of SMS?,Account_Technical,Low,False
"Mera oder wrong item aaya hai, sahi product bhejo",Wrong_Damaged_Product,Medium,True
"Website pe login ho jata hai, app me nhi hota.",Account_Technical,Medium,False
"Ek attempt miss hogya, next attempt kab hoga?",Delivery_Issue,Low,False
"Food item expired h, health risk hai. Escalate this urgently.",Wrong_Damaged_Product,High,False
acconut kaise manage karu?,Account_Technical,Low,True
"Refund amount ₹2000 hona chahiye, chck karo",Returns_Refunds,Medium,True
"DAMAGED PRODUCT KI COMPLAINT 4 BAAR KI, KOI RESPONSE NHI!!!",Wrong_Damaged_Product,High,False
Order status chek karne ka tarika batao,Order_Status,Low,True
"Refund wallet me credit hua, mujhe bank acount me chahiye tha.",Returns_Refunds,Medium,False
Return request 7 din pe ki thi! critical hai! Koi response nahi!,Returns_Refunds,High,True
"Box seal open thi, kyaa replacement mil sakta hai?",Wrong_Damaged_Product,Low,False
"₹40,000 ka refund hold karke rakha h, EMI due ho rahi hai!!!",Returns_Refunds,High,False
"Mera order wrong item aaya hai, sahi product bhejo",Wrong_Damaged_Product,Medium,True
corect password ke baad bhi login failed dikha raha hai.,Account_Technical,Medium,False
Wallet balance aur card combine kar sakte hain??,Payment_Invoice,Low,False
Return request seller ne reject kar di without proper reason..,Returns_Refunds,Medium,False
Product scratch aaya he hai! asap! TURANT ACTION LO!,Wrong_Damaged_Product,High,True
Pls check whether my package has actually left the warehouse.,Order_Status,Medium,False
Wrong item deliver hua! bahot der ho gayi! Turant replace karo!,Wrong_Damaged_Product,High,True
Invoice ko kaise save karu?,Payment_Invoice,Low,True
Payment successful but merchant ko nahi pahuncha! abbi karo!,Payment_Invoice,High,True
Order placed but wrong phone number add ho gaya,Order_Status,Medium,True
paymnt 8000 kiya but 7500 kat gaya! critical hai!,Payment_Invoice,High,True
Account disabled hai! Koi explanation nahi diya! asap!,Account_Technical,High,True
"Kal se out for delivery dikha raha h, parcel kaha hai urgently batao!",Order_Status,High,False
Return item wapas bhej diya! Refund kab aayega? URGENT!,Returns_Refunds,High,True
Wrong product deliver hua! emergency hai! Correct item bhejo!,Wrong_Damaged_Product,High,True
Payment ₹500 kat gaya but oder nahi hua! FRAUD hai!,Payment_Invoice,High,True
Login kaise karu?,Account_Technical,Low,True
"payement fail ho gaya but paisa kat gaya, please chek",Payment_Invoice,Medium,True
Order place karne ke baad phone number change ho sakta hai kya?,Order_Status,Low,True
